id,experiences_offered,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,minimum_nights,cancellation_policy,price
19328724,none,f,t,Allston,Apartment,Private room,1,1,1,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$45.00 
13450030,none,f,t,Allston,Apartment,Private room,2,2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$75.00 
19593942,none,f,f,Allston,House,Private room,2,1,1,1,"{Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",Essentials,Shampoo}",1,strict,$89.00 
18772750,none,f,f,Allston,Apartment,Private room,2,1,2,2,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$50.00 
16266227,none,f,t,Allston,Apartment,Private room,2,1,1,1,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",10,moderate,$45.00 
7395978,none,f,t,Allston,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",3,flexible,$100.00 
13515084,none,f,t,Allston,House,Private room,2,2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$70.00 
10730102,none,f,t,Allston,Apartment,Private room,2,1,1,1,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",6,flexible,$40.00 
8714682,none,f,t,Allston,Apartment,Private room,1,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials}",1,flexible,$60.00 
14153636,none,t,f,Allston,House,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",Bathtub,""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed""}",2,strict,$68.00 
10807,none,f,f,Allston,House,Private room,2,1,1,1,{},1,strict,$80.00 
14203428,none,t,f,Allston,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",2,strict,$78.00 
5858133,none,f,f,Allston,House,Private room,2,1,1,1,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,""First aid kit"",Essentials,Shampoo}",1,flexible,$120.00 
18774656,none,t,t,Allston,Apartment,Entire home/apt,3,1,1,2,"{""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",1,strict,$130.00 
16188636,none,f,t,Allston,House,Private room,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$86.00 
8238078,none,f,f,Allston,House,Private room,1,3,1,1,"{""Wireless Internet"",""Air conditioning"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed""}",1,strict,$29.00 
9615932,none,f,t,Allston,Condominium,Private room,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$100.00 
95453,none,t,f,Allston,Apartment,Entire home/apt,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",5,strict,$175.00 
831744,none,f,t,Allston,Apartment,Entire home/apt,3,1,1,2,"{Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,moderate,$175.00 
11512755,none,f,t,Allston,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers}",4,flexible,$75.00 
13590412,none,f,f,Allston,Apartment,Entire home/apt,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,strict,$80.00 
11304657,none,f,t,Allston,Apartment,Entire home/apt,4,1,2,2,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,flexible,$195.00 
5762866,none,f,f,Allston,Apartment,Entire home/apt,4,1,1,1,"{TV,""Cable TV"",Internet,Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",2,flexible,$130.00 
7894645,none,f,f,Allston,House,Private room,1,2,1,1,"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",1,strict,$40.00 
15498722,none,f,t,Allston,House,Private room,2,1,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,strict,$69.00 
19183472,none,t,t,Allston,Condominium,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,flexible,$109.00 
17920651,none,f,f,Allston,Apartment,Private room,1,1,1,1,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",7,moderate,$36.00 
7716034,none,f,t,Allston,Apartment,Entire home/apt,4,1,2,2,"{Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Shampoo,Hangers,Bathtub}",1,strict,$75.00 
13004551,none,f,t,Allston,Condominium,Entire home/apt,6,2,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,strict,$109.00 
16120067,none,f,t,Allston,Apartment,Entire home/apt,3,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,""Room-darkening shades""}",1,moderate,$159.00 
12233830,none,t,t,Allston,Apartment,Entire home/apt,6,1,3,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",2,moderate,$139.00 
21000720,none,f,f,Allston,Condominium,Entire home/apt,10,1,4,5,"{TV,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,flexible,$230.00 
9109401,none,f,t,Allston,Condominium,Entire home/apt,7,1,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,strict,$325.00 
18376729,none,f,t,Allston,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Bathtub,""Room-darkening shades""}",3,strict,$51.00 
20607519,none,f,f,Allston,House,Entire home/apt,5,1,2,2,"{""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Laptop friendly workspace"",""Private entrance""}",2,flexible,$300.00 
12270833,none,f,t,Allston,Apartment,Entire home/apt,5,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace""}",2,flexible,$524.00 
17264839,none,f,t,Allston,House,Entire home/apt,6,3,4,4,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Hangers,""Laptop friendly workspace""}",1,strict,$199.00 
20967455,none,f,f,Allston,Apartment,Shared room,1,2,1,1,"{""Wireless Internet"",Kitchen,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Host greets you""}",7,flexible,$30.00 
13355213,none,f,t,Allston,House,Shared room,1,2,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,strict,$59.00 
4598026,none,t,t,Allston,Apartment,Shared room,1,1,1,1,"{Internet,""Wireless Internet"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,strict,$47.00 
13996398,none,f,t,Allston,Apartment,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,flexible,$42.00 
19622535,none,t,t,Allston,Apartment,Entire home/apt,8,1,3,3,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,strict,$159.00 
20967261,none,f,t,Allston,Apartment,Entire home/apt,4,1,1,2,"{""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",1,strict,$120.00 
19182691,none,t,t,Allston,Condominium,Entire home/apt,6,1,2,4,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",2,moderate,$225.00 
15235199,none,f,f,Allston,Apartment,Entire home/apt,4,1,1,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Dishes and silverware"",""Cooking basics"",Oven}",2,flexible,$140.00 
3701108,none,f,t,Allston,Apartment,Entire home/apt,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,strict,$100.00 
16983905,none,t,f,Allston,House,Private room,1,3,1,1,"{""Wireless Internet"",""Air conditioning"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed""}",60,strict,$45.00 
8034092,none,f,f,Allston,House,Private room,1,3,1,1,"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Luggage dropoff allowed"",""Long term stays allowed""}",120,strict,$35.00 
13509242,none,f,f,Allston,Apartment,Entire home/apt,1,1,1,1,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,moderate,$66.00 
13530359,none,f,f,Allston,Apartment,Private room,1,2,1,1,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",55,strict,$42.00 
18874371,none,f,f,Allston,Apartment,Private room,2,1,1,1,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room""}",1,strict,$62.00 
7561220,none,f,t,Allston,House,Private room,1,2,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$65.00 
18635413,none,f,t,Allston,Apartment,Entire home/apt,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Bathtub,""Window guards"",""Room-darkening shades""}",2,strict,$129.00 
4964365,none,f,t,Allston,Apartment,Entire home/apt,5,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,flexible,$180.00 
17940636,none,f,f,Allston,Apartment,Private room,2,2,1,1,"{""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",2,flexible,$49.00 
17268897,none,f,f,Allston,Apartment,Private room,1,2,1,1,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self Check-In"",Lockbox}",3,strict,$60.00 
10436811,none,f,f,Allston,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace""}",2,flexible,$50.00 
16810221,none,f,t,Allston,House,Private room,6,1,1,2,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room""}",1,strict,$95.00 
19769905,none,f,f,Allston,Apartment,Private room,1,1,1,1,"{TV,""Wireless Internet"",Kitchen,""Smoke detector"",Essentials,""Laptop friendly workspace"",""Private living room""}",1,flexible,$120.00 
19005408,none,t,t,Allston,Apartment,Entire home/apt,8,1,3,3,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Smart lock""}",2,strict,$225.00 
18792346,none,t,t,Allston,Apartment,Entire home/apt,6,1,2,3,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",2,strict,$225.00 
8552338,none,f,f,Allston,House,Private room,2,2,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",1,moderate,$50.00 
15499116,none,f,t,Allston,House,Private room,2,1,1,1,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",14,strict,$60.00 
18005582,none,t,t,Allston,Apartment,Private room,2,1,1,1,"{TV,""Wireless Internet"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room""}",10,strict,$85.00 
19676676,none,f,f,Allston,Apartment,Entire home/apt,4,1,1,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",1,moderate,$159.00 
10810,none,f,f,Allston,Apartment,Entire home/apt,5,1,2,4,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating}",4,strict,$250.00 
15498967,none,f,t,Allston,House,Private room,2,1,1,1,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,strict,$55.00 
14220964,none,t,f,Allston,House,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,strict,$64.00 
7732851,none,f,t,Allston,Apartment,Entire home/apt,4,1,2,2,"{Kitchen,""Smoke detector"",Hangers}",1,strict,$150.00 
10032327,none,t,t,Allston,Apartment,Entire home/apt,4,1,1,2,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",5,strict,$210.00 
13327034,none,f,t,Allston,House,Private room,1,2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$75.00 
9878725,none,f,f,Allston,House,Private room,2,2,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",1,flexible,$40.00 
10021398,none,f,f,Allston,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,""Carbon monoxide detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$70.00 
20946797,none,f,f,Allston,Apartment,Private room,1,1,1,1,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,Other}",1,flexible,$33.00 
